query,cluster
disorders of lacrimal system and orbit in diseases classified elsewhere,-1
corns and callosities,-1
pneumoconiosis due to other inorganic dusts,-1
other congenital malformations of skin,-1
other congenital malformations of circulatory system,-1
unspecified viral hepatitis,-1
fracture of spine level unspecified,-1
neonatal jaundice from other causes,-1
sequelae of inflammatory diseases of cns,-1
fibrosis and cirrhosis of liver,-1
other infestations,-1
hypertrophic disorders of skin,-1
seropositive rheumatoid arthritis,-1
other injuries of spine and trunk level unspecified,-1
sequelae of other effects of external causes,-1
sequelae of injuries involving multiple and unspecified body regions,-1
sequelae of injuries of neck and trunk,-1
effects of air pressure and water pressure,-1
open wounds involving multiple body regions,-1
pre existing hypertensive disorder with superimposed proteinuria,-1
pre existing hypertension complicating pregnancy childbirth and the puerperium,-1
problems related to physical environment,-1
gastritis and duodenitis,-1
injury of nerves at forearm level,-1
preterm delivery,-1
pain associated with micturition,-1
psoriatic and enteropathic arthropathies,-1
gonarthrosis,-1
polyarthrosis,-1
congenital deformities of hip,-1
supervision of normal pregnancy,-1
infections of genitourinary tract in pregnancy,-1
polyarteritis nodosa and related conditions,-1
disorders of vitreous body and globe in diseases classified elsewhere,-1
subclinical iodine deficiency hypothyroidism,-1
sequelae of toxic effects of substances chiefly nonmedicinal as to source,-1
postinfective and reactive arthropathies in diseases classified elsewhere,-1
anogenital herpesviral infection,-1
premature rupture of membranes,-1
carrier of infectious disease,-1
other congenital musculoskeletal deformities,-1
other extrapyramidal and movement disorders,-1
osteopathies in diseases classified elsewhere,-1
hereditary and idiopathic neuropathy,-1
fracture of lumbar spine and pelvis,-1
mental and behavioural disorders due to use of volatile solvents,-1
mental and behavioural disorders due to use of sedatives or hypnotics,-1
osteoporosis in diseases classified elsewhere,-1
complications and ill defined descriptions of heart disease,-1
other acute ischaemic heart diseases,-1
sequelae of cerebrovascular disease,-1
unspecified contracted kidney,-1
acute hepatitis b,-1
abnormalities of heart beat,-1
scoliosis,-1
inflammatory diseases of prostate,-1
lack of food,-1
dermatopolymyositis,-1
atrial fibrillation and flutter,-1
encephalitis myelitis and encephalomyelitis,-1
juvenile osteochondrosis of hip and pelvis,-1
other retinal disorders,-1
hypofunction and other disorders of pituitary gland,-1
spondylosis,-1
other disorders of peripheral nervous system,-1
other functional intestinal disorders,-1
other congenital malformations of intestine,-1
syndactyly,-1
congenital malformations of oesophagus,-1
immunodeficiency with predominantly antibody defects,-1
congenital hydrocephalus,-1
reduction defects of lower limb,-1
helicobacter pylori,-1
agranulocytosis,-1
chronic renal failure,-1
senile cataract,-1
postpolio syndrome,-1
other disorders of circulatory system in diseases classified elsewhere,-1
staphylococcal scalded skin syndrome,-1
toxic effect of metals,-1
pyogenic arthritis,-1
rheumatic fever without mention of heart involvement,-1
erysipeloid,-1
unspecified lump in breast,-1
osteochondrodysplasia with defects of growth of tubular bones and spine,-1
disorders of globe,-1
dorsalgia,-1
recurrent depressive disorder,-1
depressive episode,-1
benign mammary dysplasia,-1
chronic ischaemic heart disease,-1
hiv disease resulting in infectious and parasitic diseases,-1
unspecified arthropod borne viral fever,-1
vitamin b12 deficiency anaemia,-1
respiratory disorders in diseases classified elsewhere,-1
gestational hypertension with significant proteinuria,-1
meningitis due to other causes,-1
dementia in alzheimer s disease,-1
disseminated intravascular coagulation,-1
cachexia,-1
nonspecific lymphadenitis,-1
disorders of vitreous body,-1
polyp of female genital tract,-1
cystic kidney disease,-1
status asthmaticus,-1
gender identity disorders,-1
diseases of salivary glands,-1
spinal osteochondrosis,-1
alcoholic liver disease,-1
viral conjunctivitis,-1
thiamine deficiency,-1
sleep disorders,-1
female infertility,-1
hookworm diseases,-1
acute hepatitis a,-1
tuberculosis of nervous system,-1
retinal detachments and breaks,-1
intracerebral haemorrhage,-1
disorders of tooth development and eruption,-1
other congenital malformations of heart,-1
ovarian dysfunction,-1
other coagulation defects,-1
granulomatous disorders of skin and subcutaneous tissue,-1
excessive vomiting in pregnancy,-1
acute renal failure,-1
iron deficiency anaemia,-1
ascites,-1
dystonia,-1
cholecystitis,-1
unspecified haematuria,-1
unspecified dementia,-1
visual disturbances,-1
hydrocephalus,-1
adult osteomalacia,-1
cleft palate,-1
unspecified urinary incontinence,-1
retention of urine,-1
premature separation of placenta,-1
diverticular disease of intestine,-1
unspecified viral infection of cns,-1
other helminthiases,-1
other rheumatic heart diseases,-1
other nutritional deficiencies,-1
hyperfunction of pituitary gland,-1
isolated proteinuria,-1
iridocyclitis,-1
other disorders of adrenal gland,-1
hypoglycemic coma,-1
other diseases of appendix,-1
cervical disc disorders,-1
skin changes due to chronic exposure to nonionizing radiation,-1
angina,-1
hiv disease resulting in other conditions,-1
hiv disease resulting in other specified diseases,-1
abnormalities of gait and mobility,-1
nerve root and plexus disorders,-1
heart failure/pulmonary odema,-1
unspecified intestinal parasitism,-1
disorders resulting from impaired renal tubular function,-1
other headache syndromes,-1
intestinal malabsorption,-1
other disorders of peritoneum,-1
heart attack/myocardial infarction,-1
anaemia due to enzyme disorders,-1
gestational hypertension/pre-eclampsia,-1
small kidney of unknown cause,-1
hip circumference,-1
waist circumference,-1
soft tissue disorders in diseases classified elsewhere,-1
thyroid cancer,-1
soft tissue disorders related to use overuse and pressure,-1
"malignant lymph node, unspecified",-1
essential hypertension,-1
diseases of bartholin s gland,-1
hypertension,-1
peripheral vascular disease,-1
disturbances of smell and taste,-1
other spirochaetal infections,-1
perforation of tympanic membrane,-1
venous thromboembolic disease,-1
other diseases of jaws,-1
standing height,-1
hiv disease resulting in malignant neoplasms,-1
stroke,-1
disorders of trigeminal nerve,-1
diseases of pulp and periapical tissues,-1
obstructive and reflux uropathy,-1
disorders of male genital organs in diseases classified elsewhere,-1
multiple valve diseases,-1
anuria and oliguria,-1
pulmonary valve disorders,-1
pain and other conditions associated with female genital organs and menstrual cycle,-1
polyneuropathy in diseases classified elsewhere,-1
inflammatory disease of uterus except cervix,-1
other disorders of binocular movement,-1
mononeuropathies of lower limb,-1
mononeuropathies of upper limb,-1
asbestosis,-1
noninflammatory disorders of ovary fallopian tube and broad ligament,-1
heart arrhythmia,-1
other disorders of tympanic membrane,-1
interstitial lung disease,-1
congenital malformations of aortic and mitral valves,-1
inflammatory polyneuropathy,-1
arthrosis of first carpometacarpal joint,-1
haemorrhoids,-1
other diseases of biliary tract,-1
otitis externa,-1
other diseases of oesophagus,-1
other inflammation of eyelid,-1
nonrheumatic aortic valve disorders,-1
transient ischaemic attack (tia),-1
subdural haemorrhage/haematoma,-1
leg claudication/ intermittent claudication,-1
testicular cancer,-1
chronic obstructive airways disease/copd,-1
other degenerative diseases of basal ganglia,-1
"pulse rate, automated reading",-1
sleep duration,-1
morning/evening person (chronotype),-1
lung cancer,-1
age at death,-1
sodium in urine,-1
potassium in urine,-1
basal metabolic rate,-1
whole body fat-free mass,-1
breast cancer,-1
whole body fat mass,-1
lung cancer (not mesothelioma),-1
idiopathic pulmonary fibrosis,-1
bronchiectasis,-1
chronic bronchitis,-1
emphysema,-1
asthma,-1
body fat percentage,-1
hayfever or allergic rhinitis,-1
skin cancer,-1
tongue cancer,-1
prostate cancer,-1
cervical cancer,-1
ovarian cancer,-1
bladder cancer,-1
kidney/renal cell cancer,-1
leukaemia,-1
cancer of lip/mouth/pharynx/oral cavity,-1
brain cancer / primary malignant brain tumour,-1
multiple myeloma,-1
hodgkins lymphoma / hodgkins disease,-1
rectal cancer,-1
colon cancer/sigmoid cancer,-1
stomach cancer,-1
oesophageal cancer,-1
eye and/or adnexal cancer,-1
pulse wave arterial stiffness index,-1
weight,-1
body mass index (bmi),-1
had menopause,-1
age when periods started (menarche),-1
relative age voice broke,-1
squamous cell carcinoma,-1
chest pain or discomfort,-1
hearing difficulty/problems with background noise,-1
hip pain for 3+ months,-1
frequency of tiredness / lethargy in last 2 weeks,-1
irritability,-1
mood swings,-1
alcohol intake frequency.,-1
snoring,-1
sleeplessness / insomnia,-1
primary bone cancer,-1
"loneliness, isolation",-1
back pain for 3+ months,-1
ever had hysterectomy (womb removed),-1
length of menstrual cycle,-1
neuroticism score,-1
bipolar disorder status,-1
birth weight,-1
fluid intelligence score,-1
maximum heart rate during fitness test,-1
chronic lymphocytic,-1
chronic myeloid,-1
malignant melanoma,-1
leg pain in calf/calves,-1
leg pain when standing still or sitting,-1
leg pain on walking,-1
non-melanoma skin cancer,-1
basal cell carcinoma,-1
pulse rate,-1
headaches for 3+ months,-1
marasmus,-1
disorders of autonomic nervous system,-1
deep venous thrombosis (dvt),-1
uremia,-1
retained placenta and membranes without haemorrhage,-1
urinary frequency / incontinence,-1
diabetes,-1
postpartum haemorrhage,-1
multiple gestation,-1
fistulae involving female genital tract,-1
faecal incontinence,-1
internal derangement of knee,-1
eclampsia,-1
calcification and ossification of muscle,-1
abnormality of movement,-1
other congenital malformations of ear,-1
congenital malformations of ear causing impairment of hearing,-1
cutaneous abscess furuncle and carbuncle,-1
other mosquito borne viral fevers,-1
disturbances of skin sensation,-1
abnormal results of function studies,-1
superficial injury of head,-1
fractures involving multiple body regions,-1
injury of nerves at lower leg level,-1
other and specified injuries of hip and thigh,-1
injury of blood vessels at hip and thigh level,-1
kidney stone/ureter stone/bladder stone,-1
injury of nerves at hip and thigh level,-1
open wound of hip and thigh,-1
fracture at wrist and hand level,-1
crushing injury of shoulder and upper arm,-1
oesophageal varices,-1
ureteric obstruction/hydronephrosis,-1
injury of intra abdominal organs,-1
superficial injury of abdomen lower back and pelvis,-1
injury of heart,-1
crushing injury of head,-1
portal vein thrombosis,-1
cervicitis,-1
congenital malformations of larynx,-1
other congenital malformations of upper alimentary tract,-1
abnormal findings in cerebrospinal fluid,-1
lymphadenopathy,-1
parathyroid hyperplasia/adenoma,-1
hypothermia,-1
abnormal leukocyte morphology,-1
pituitary adenoma/tumour,-1
abnormality of red blood cells,-1
multiple delivery,-1
other assisted single delivery,-1
abnormalities of forces of labour,-1
congenital deformities of feet,-1
cardiac arrest,-1
polyhydramnios,-1
umbilical hernia,-1
hepatic failure,-1
glycosuria,-1
dislocations sprains and strains involving multiple body regions,-1
abnormality of aromatic amino acid family metabolism,-1
abnormality of glycosaminoglycan metabolism,-1
chorioretinitis,-1
acquired pure red cell aplasia,-1
mixed and other personality disorders,-1
personality disorder,-1
single delivery by forceps and vacuum extractor,-1
congenital obstructive defects of renal pelvis and congenital malformations of ureter,-1
pilonidal cyst,-1
polydactyly,-1
type 1 diabetes,-1
type 2 diabetes,-1
gynecomastia,-1
paroxysmal tachycardia,-1
abnormalities of breathing,-1
abscess of anal and rectal regions,-1
congenital septal defect,-1
abnormality of glycoprotein metabolism,-1
fracture of upper limb level unspecified,-1
lymphoma,-1
fracture of lower limb level unspecified,-1
gall bladder disease,-1
complications following infusion transfusion and therapeutic injection,-1
complications of cardiac and vascular prosthetic devices implants and grafts,-1
complications of genitourinary prosthetic devices implants and grafts,-1
liver failure/cirrhosis,-1
gastritis/gastric erosions,-1
sequelae of injuries of upper limb,-1
sequelae of injuries of lower limb,-1
sequelae of burns corrosions and frostbite,-1
unspecified fall,-1
routine general health check up of defined subpopulation,-1
gastric/stomach ulcers,-1
oesophagitis/barretts oesophagus,-1
cholelithiasis/gall stones,-1
gastro-oesophageal reflux (gord) / gastric reflux,-1
pleurisy,-1
contraceptive management,-1
supervision of high risk pregnancy,-1
prophylactic surgery,-1
other orthopaedic follow up care,-1
sleep apnoea,-1
care involving use of rehabilitation procedures,-1
disorders of mineral metabolism,-1
fibrosing alveolitis/unspecified alveolitis,-1
pulmonary fibrosis,-1
other disorders of eye and adnexa in diseases classified elsewhere,-1
disorders of sclera and cornea in diseases classified elsewhere,-1
other disorders of cornea,-1
spontaneous pneumothorax/recurrent pneumothorax,-1
toxic effect of pesticides,-1
sequelae of injuries of head,-1
foreign body in ear,-1
burns classified according to extent of body surface involved,-1
renal/kidney failure,-1
burn and corrosion of ankle and foot,-1
foreign body in alimentary tract,-1
pancreatitis,-1
gastrointestinal bleeding,-1
urinary tract infection/kidney infection,-1
frostbite involving multiple body regions and unspecified frostbite,-1
burns and corrosions of multiple body regions,-1
toxic effect of organic solvents,-1
toxic effect of soaps and detergents,-1
toxic effect of other gases fumes and vapours,-1
other mood,0
persistent mood,0
injury of nerves at wrist and hand level,1
injury of blood vessels at wrist and hand level,1
crushing injuries involving multiple body regions,2
other injuries involving multiple body regions,2
superficial injuries involving multiple body regions,2
personal history of malignant neoplasm,3
family history of malignant neoplasm,3
mental and behavioural disorders due to use of alcohol,4
mental and behavioural disorders due to use of hallucinogens,4
mental and behavioural disorders due to use of tobacco,4
mental and behavioural disorders due to use of cannabinoids,4
mental and behavioural disorders due to use of cocaine,4
mental and behavioural disorders due to use of opioids,4
other syphilis,5
early syphilis,5
respiratory tuberculosis not confimed,6
respiratory tuberculosis confimed,6
disorders of eyelid in diseases classified elsewhere,7
disorders of conjunctiva in diseases classified elsewhere,7
arterial embolism and thrombosis,8
other venous embolism and thrombosis,8
mosquito borne viral encephalitis,9
tick borne viral encephalitis,9
cataract,10
other cataract,10
non insulin dependent diabetes mellitus,11
insulin dependent diabetes mellitus,11
vitamin d deficiency,12
vitamin a deficiency,12
pulmonary embolism,13
pulmonary embolism +/- dvt,13
plasmodium vivax malaria,14
malaria,14
plasmodium falciparum malaria,14
fracture of femur,15
fracture shaft of femur,15
abnormal findings in specimens from male genital organs,16
abnormal findings in specimens from female genital organs,16
congenital malformations of anterior segment of eye,17
congenital malformations of posterior segment of eye,17
other injuries of lower limb level unspecified,18
other injuries of upper limb level unspecified,18
complications of internal orthopaedic prosthetic devices implants and grafts,19
complications of other internal prosthetic devices implants and grafts,19
nonrheumatic tricuspid valve disorders,20
nonrheumatic mitral valve disorders,20
rheumatic mitral valve diseases,21
rheumatic aortic valve diseases,21
forced vital capacity (fvc),22
"forced vital capacity (fvc), best measure",22
"forced expiratory volume in 1-second (fev1), best measure",23
forced expiratory volume in 1-second (fev1),23
general pain for 3+ months,24
stomach/abdominal pain for 3+ months,24
neck/shoulder pain for 3+ months,24
gestational diabetes only,25
gestational diabetes,25
"systolic blood pressure, automated reading",26
"diastolic blood pressure, automated reading",26
chest pain felt during physical activity,27
chest pain felt outside physical activity,27
other chronic obstructive pulmonary disease,28
copd (chronic obstructive pulmonary disease),28
tuberculosis,29
tuberculosis (tb),29
liver/hepatocellular cancer,30
uterine/endometrial cancer,30
larynx/throat cancer,30
large bowel cancer/colorectal cancer,31
small intestine/small bowel cancer,31
diffuse non-hodgkin's lymphoma,32
non-hodgkins lymphoma,32
heart/cardiac problem,33
liver/biliary/pancreas problem,33
eye/eyelid problem,33
other renal/kidney problem,33
psychological/psychiatric problem,33
bronchitis,34
emphysema/chronic bronchitis,34
hepatitis a,35
infective/viral hepatitis,35
hepatitis,35
gastroenteritis/dysentry,36
hypothyroidism/myxoedema,36
hyperthyroidism/thyrotoxicosis,36
myositis/myopathy,36
allergy/hypersensitivity/anaphylaxis,36
neutropenia/lymphopenia,36
eczema/dermatitis,36
sarcoma/fibrosarcoma,36
tonsiltis,36
miserableness,36
mania/bipolar disorder/manic depression,37
depression,37
joint disorder,38
other joint disorder,38
allergy or anaphylactic reaction to food,39
allergy or anaphylactic reaction to drug,39
nasal/sinus disorder,40
ear/vestibular disorder,40
other rheumatoid arthritis,41
rheumatoid arthritis,41
appendicitis,42
acute appendicitis,42
dyspepsia / indigestion,43
dyspepsia,43
mitral regurgitation / incompetence,44
aortic regurgitation / incompetence,44
tinnitus severity/nuisance,45
tinnitus / tiniitis,45
other septicaemia,46
septicaemia / sepsis,46
chest pain or discomfort walking normally,47
chest pain or discomfort when walking uphill or hurrying,47
"heel bone mineral density (bmd) t-score, automated",48
"heel bone mineral density (bmd) t-score, automated (left)",48
"heel bone mineral density (bmd) t-score, automated (right)",48
cough on most days,49
years of cough on most days,49
hair/balding pattern: pattern 3,50
hair/balding pattern: pattern 4,50
hair/balding pattern: pattern 2,50
hand grip strength (left),51
hand grip strength (right),51
past tobacco smoking,52
current tobacco smoking,52
exposure to tobacco smoke outside home,53
exposure to tobacco smoke at home,53
renal failure requiring dialysis,54
renal failure not requiring dialysis,54
other neurological problem,55
chronic/degenerative neurological problem,55
fracture upper arm / humerus / elbow,56
fracture of shoulder and upper arm,56
which eye(s) are affected by cataract: right eye,57
which eye(s) are affected by cataract: left eye,57
mother's age at death,58
father's age at death,58
number of full sisters,59
number of full brothers,59
age at first live birth,60
age at last live birth,60
ever manic/hyper for 2 days,61
ever highly irritable/argumentative for 2 days,61
need for immunization against other single viral diseases,62
need for immunization against certain single viral diseases,62
need for immunization against other single infectious diseases,63
need for immunization against combinations of infectious diseases,63
glomerular disorders in diseases classified elsewhere,64
renal tubulo interstitial disorders in diseases classified elsewhere,64
"dislocation, sprain and strain of joints and ligaments of shoulder girdle",65
"dislocation, sprain and strain of joints and ligaments of knee",65
"dislocation, sprain and strain of joints and ligaments at wrist and hand level",65
"dislocation, sprain and strain of joints and ligaments at neck level",65
"dislocation, sprain and strain of joints and ligaments at ankle and foot level",65
osteoporosis with pathological fracture,66
osteoporosis without pathological fracture,66
other special examinations and investigations of persons without complaint or reported diagnosis,67
general examination and investigation of persons without complaint or reported diagnosis,67
injury of muscle and tendon at lower leg level,68
injury of muscle and tendon at hip and thigh level,68
injury of muscle and tendon at forearm level,68
other strabismus,69
paralytic strabismus,69
