query,cluster
chronic skin ulcers,68
benign lipomatous neoplasm,68
lung cancer,69
sickle cell disorders,69
irregular heart beat,69
leiomyoma of uterus,69
anorexia/bulimia/other eating disorder,69
eating disorders,69
inguinal hernia,69
age at death,69
unspecified contact dermatitis,69
low platelets/platelet disorder,70
interstitial lung disease,70
iritis,70
peptic ulcer site unspecified,70
benign neoplasm of other and unspecified sites,71
dry eyes,71
neoplasm of uncertain or unknown behaviour of urinary organs,71
neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs,71
neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs,71
epilepsy,72
bph / benign prostatic hypertrophy,72
post-natal depression,73
atopic dermatitis,73
other disorders of circulatory system,73
localized adiposity,73
haemorrhoids / piles,73
thalassaemia,74
pyloric stenosis,74
ovarian cyst or cysts,74
gynaecological disorder (not cancer),75
vertigo,75
otitis externa,76
cushing s syndrome,76
pneumothorax,76
vaginal prolapse/uterine prolapse,77
aspergillosis,77
unspecified diabetes mellitus,77
parkinsons disease,78
other abnormal products of conception,78
polycythaemia vera,79
tennis elbow / lateral epicondylitis,79
"complications of procedures, not elsewhere classified",80
giant cell/temporal arteritis,80
"other predominantly sexually transmitted diseases, not elsewhere classified",81
malignant neoplasm of oesophagus,81
other disorders of muscle,82
irritant contact dermatitis,82
myocarditis,82
cerebral aneurysm,82
meniere's disease,82
early syphilis,83
pregnancy examination and test,83
follow-up examination after treatment for malignant neoplasm,83
hayfever/allergic rhinitis,83
other follicular disorders,84
granuloma inguinale,84
disc degeneration,84
prospective memory result,85
injury of muscle and tendon at lower leg level,85
cervical erosion,85
menopausal symptoms / menopause,85
spinal stenosis,85
listeriosis,86
fracture skull / head,86
shingles,86
whooping cough / pertussis,86
hereditary factor viii deficiency,86
chickenpox,86
risk taking,86
cervical intra-epithelial neoplasia (cin) / precancerous cells cervix,86
neuroticism score,86
fibromyalgia,86
hypertension,86
chest pain felt outside physical activity,86
"enthesopathies of lower limb, excluding foot",86
bursitis,86
fitting and adjustment of other devices,87
pre existing hypertensive disorder with superimposed proteinuria,87
comparative height size at age 10,87
hearing difficulty/problems: yes,88
family relationship satisfaction,88
soft tissue disorders related to use overuse and pressure,88
cough,89
hepatitis b,89
anaemia due to enzyme disorders,89
fracture clavicle / collar bone,89
alopecia / hair loss,89
undescended testicle,89
dysmenorrhoea / dysmenorrhea,90
facial nerve disorders,90
congenital malformations of uterus and cervix,90
other congenital malformations of male genital organs,91
fracture lower leg / ankle,91
maximum workload during fitness test,92
ulcerative colitis,92
fracture hand,92
cystic fibrosis,93
fracture wrist / colles fracture,93
snoring,94
other inflammatory spondylopathies,94
status epilepticus,94
diaphragmatic hernia,94
urethritis and urethral syndrome,94
parapsoriasis,94
fracture forearm / wrist,94
systemic lupus erythematosus,94
otosclerosis,94
erythema multiforme,94
fracture radius,95
mumps / epidemic parotitis,95
complications peculiar to reattachment and amputation,95
strongyloidiasis,96
breast fibroadenoma,96
tuberculosis,96
transient ischaemic attack (tia),97
miscarriage,97
hyperthyroidism/thyrotoxicosis,97
pleurisy,98
obstructed labour due to malposition and malpresentation of foetus,98
ectopic pregnancy,98
menorrhagia (unknown cause),99
congenital lens malformations,99
plantar fascitis,100
disorders of patella,100
congenital deformities of hip,101
blepharitis / eyelid infection,101
constipation,101
amyloidosis,102
thyroid goitre,102
nonsuppurative otitis media,102
disorders of autonomic nervous system,102
vitamin a deficiency,102
herpes simplex,103
cystitis,103
erosion and ectropion of cervix uteri,104
other bursopathies,104
"cysts of oral region, not elsewhere classified",105
other syphilis,105
mental and behavioural disorders due to use of opioids,105
multiple valve diseases,105
cholesteatoma of middle ear,105
other erythematous conditions,106
peripheral vascular disease,106
other acquired deformities of musculoskeletal system and connective tissue,107
cough on most days,107
diseases of capillaries,107
failure and rejection of transplanted organs and tissues,107
abnormal findings on diagnostic imaging of central nervous system,108
other disorders of cartilage,108
maternal care for other conditions predominantly related to pregnancy,108
other disorders of prostate,109
stomatitis and related lesions,109
gestational [pregnancy-induced] hypertension without significant proteinuria,109
congenital malformations of great veins,110
prolonged pregnancy,110
"other complications of labour and delivery, not elsewhere classified",111
labour and delivery complicated by foetal stress [distress],111
other female pelvic inflammatory diseases,111
other diseases of stomach and duodenum,111
"other congenital malformations of tongue, mouth and pharynx",111
abnormal findings on diagnostic imaging of other body structures,112
other benign neoplasms of skin,112
complications of genitourinary prosthetic devices implants and grafts,113
other non-toxic goitre,113
sequelae of injuries of lower limb,113
varicose veins of lower extremities,113
somatoform disorders,113
body mass index (bmi),114
intestinal malabsorption,114
paraplegia and tetraplegia,114
other malignant neoplasms of skin,115
abnormality of aromatic amino acid family metabolism,115
benign neoplasm of meninges,115
benign neoplasm of breast,115
diseases of tongue,116
"other disorders of ear, not elsewhere classified",116
pyothorax,116
other diseases of inner ear,116
abnormal findings in cerebrospinal fluid,117
crushing injury of shoulder and upper arm,117
hiv disease resulting in malignant neoplasms,117
waist circumference,117
"postprocedural disorders of digestive system, not elsewhere classified",117
other diseases of digestive system,117
other disorders of eyelid,118
other conduction disorders,118
other diseases of anus and rectum,118
other disorders of arteries and arterioles,118
other non-infective gastro-enteritis and colitis,119
gonarthrosis,119
psoriatic and enteropathic arthropathies,119
acute and subacute endocarditis,120
disorders of vestibular function,120
alcohol intake frequency.,121
mosquito borne viral encephalitis,121
pulmonary embolism +/- dvt,121
pulmonary embolism,121
disorders of eyelid in diseases classified elsewhere,121
vitamin d deficiency,121
disorders of conjunctiva in diseases classified elsewhere,121
"poisoning by nonopioid analgesics, antipyretics and antirheumatics",121
"postprocedural disorders of eye and adnexa, not elsewhere classified",121
plasmodium vivax malaria,121
acanthosis nigricans,122
other symptoms and signs involving the nervous and musculoskeletal systems,122
other symptoms and signs involving the urinary system,123
"heel bone mineral density (bmd) t-score, automated (left)",123
malignant neoplasm of breast,124
nonrheumatic tricuspid valve disorders,124
benign neoplasm of other and unspecified female genital organs,125
carcinoma in situ of skin,125
benign neoplasm of ovary,125
myeloid leukaemia,125
gender identity disorders,125
benign neoplasm of brain and other parts of central nervous system,125
mesothelioma,125
carcinoma in situ of breast,125
synovitis and tenosynovitis,126
juvenile osteochondrosis of hip and pelvis,126
hyperparathyroidism and other disorders of parathyroid gland,126
polyp of female genital tract,126
"bacterial pneumonia, not elsewhere classified",127
dysplasia of cervix uteri,127
pneumonia due to streptococcus pneumoniae,127
nasal polyp,127
other disorders of thyroid,127
"pneumonia, organism unspecified",127
disorders of vitreous body,127
"other joint disorders, not elsewhere classified",128
"mental disorder, not otherwise specified",128
acute and transient psychotic disorders,129
thyroiditis,129
acute pericarditis,130
corns and callosities,130
pneumoconiosis due to other inorganic dusts,130
schistosomiasis,131
pyogenic arthritis,131
"other disorders of skin and subcutaneous tissue, not elsewhere classified",131
other acute ischaemic heart diseases,131
respiratory disorders in diseases classified elsewhere,131
subarachnoid haemorrhage,132
neoplasm of uncertain or unknown behaviour of female genital organs,132
retinal vascular occlusions,133
fracture of femur,133
impetigo,133
staphylococcal scalded skin syndrome,134
other necrotising vasculopathies,134
elevated blood glucose level,134
"sexual dysfunction, not caused by organic disorder or disease",134
bipolar affective disorder,134
follow-up care involving plastic surgery,135
peritonsillar abscess,135
other local infections of skin and subcutaneous tissue,136
"reaction to severe stress, and adjustment disorders",136
multiple myeloma and malignant plasma cell neoplasms,137
pityriasis rosea,137
infectious mononucleosis,138
follicular [nodular] non-hodgkin's lymphoma,138
tonsiltis,139
secondary and unspecified malignant neoplasm of lymph nodes,139
postinfective and reactive arthropathies in diseases classified elsewhere,139
malignant neoplasm of corpus uteri,139
malignant neoplasm of larynx,140
testicular cancer,140
malignant neoplasm of pancreas,141
malignant melanoma of skin,141
purpura and other haemorrhagic conditions,141
benign neoplasm of thyroid gland,142
superficial injury of thorax,142
other retinal disorders,143
malignant neoplasm of tonsil,143
rheumatic fever without mention of heart involvement,143
"convulsions, not elsewhere classified",144
basal metabolic rate,144
"oedema, not elsewhere classified",144
other general symptoms and signs,144
"open wound of abdomen, lower back and pelvis",144
headaches for 3+ months,144
marasmus,144
intracranial injury,144
congenital malformations of ear causing impairment of hearing,144
crushing injury of wrist and hand,145
injury of muscle and tendon at shoulder and upper arm level,145
superficial injury of lower leg,145
"other and unspecified injuries of abdomen, lower back and pelvis",145
traumatic amputation of wrist and hand,146
other and unspecified injuries of wrist and hand,146
open wound of wrist and hand,146
fracture of neck,146
injury of muscle and tendon at wrist and hand level,146
injury of unspecified body region,147
foreign body in respiratory tract,147
"somnolence, stupor and coma",148
voice disturbances,148
tongue cancer,148
other and specified injuries of hip and thigh,148
malaise and fatigue,148
prostate cancer,148
bladder cancer,149
other symptoms and signs involving cognitive functions and awareness,149
ovarian cancer,149
cervical cancer,150
"speech disturbances, not elsewhere classified",150
senility,151
syncope and collapse,151
iron deficiency anaemia,152
abnormal findings on diagnostic imaging of lung,152
alcoholic liver disease,152
varicose veins of other sites,152
acute lymphadenitis,152
intracerebral haemorrhage,152
sequelae of toxic effects of substances chiefly nonmedicinal as to source,152
unspecified viral infection of cns,152
diarrhoea and gastro-enteritis of presumed infectious origin,153
personal history of other diseases and conditions,153
chronic lymphocytic,154
chronic viral hepatitis,154
stroke not specified as haemorrhage or infarction,155
malignant neoplasm of anus and anal canal,155
malignant neoplasm of rectum,156
keratitis,156
allergy or anaphylactic reaction to food,156
fluid intelligence score,156
malignant neoplasm of stomach,157
angina pectoris,157
malignant neoplasm of cervix uteri,158
viral conjunctivitis,158
procedures for purposes other than remedying health state,159
"certain early complications of trauma, not elsewhere classified",159
antenatal screening,159
effects of air pressure and water pressure,160
diabetes mellitus in pregnancy,160
postpartum care and examination,160
spina bifida,160
glaucoma,160
scarlet fever,160
femoral hernia,160
taeniasis,160
irritable bowel syndrome,160
attention to artificial openings,160
schizoaffective disorders,161
multiple myeloma,161
anogenital herpesviral infection,162
cholelithiasis,162
gout,163
echinococcosis,163
hydrocephalus,163
enduring personality changes not attributable to brain damage and disease,164
toxoplasmosis,164
osteonecrosis,164
isolated proteinuria,164
suppurative and unspecified otitis media,165
acute poliomyelitis,165
cholecystitis,166
leptospirosis,166
osteoporosis in diseases classified elsewhere,166
other inflammation of eyelid,167
histoplasmosis,167
cryptococcosis,168
other diseases of oesophagus,168
varicella,169
cleft palate,169
subdural haemorrhage/haematoma,169
"pulse rate, automated reading",170
chronic myeloid,170
unspecified appendicitis,170
niacin deficiency,171
arterial embolism and thrombosis,171
unspecified haematuria,171
pruritus,172
unspecified acute lower respiratory infection,172
hyperaldosteronism,173
hypoparathyroidism,173
gestational hypertension with significant proteinuria,174
ventral hernia,174
allergic contact dermatitis,175
renal failure requiring dialysis,175
acute hepatitis a,175
injury of nerves at hip and thigh level,176
peritonitis,176
viral meningitis,177
spontaneous abortion,177
disorders of lacrimal system and orbit in diseases classified elsewhere,177
unspecified renal colic,177
phlebitis and thrombophlebitis,177
pemphigus,178
depressive episode,178
recurrent depressive disorder,178
dorsalgia,178
disorders of globe,178
other rickettsioses,178
osteochondrodysplasia with defects of growth of tubular bones and spine,178
rosacea,179
unspecified human immunodeficiency virus,179
seborrhoeic dermatitis,179
phobic anxiety disorders,180
functional disorders of polymorphonuclear neutrophils,180
heart arrhythmia,180
excessive vomiting in pregnancy,181
congenital malformations of gallbladder bile ducts and liver,181
sequelae of burns corrosions and frostbite,181
other cerebrovascular diseases,182
pervasive developmental disorders,182
primary disorders of muscles,182
other diseases of liver,183
sequelae of injuries of neck and trunk,183
other endocrine disorders,183
family history of other conditions,184
alzheimer s disease,184
unspecified maternal hypertension,184
endocarditis valve unspecified,184
other infestations,185
seropositive rheumatoid arthritis,185
disseminated intravascular coagulation,185
open wounds involving multiple body regions,186
hyperfunction of pituitary gland,186
sleep disorders,187
female infertility,187
thiamine deficiency,187
polyarthrosis,187
hookworm diseases,187
supervision of normal pregnancy,188
unspecified urinary incontinence,188
sequelae of cerebrovascular disease,189
unspecified contracted kidney,189
atrial fibrillation and flutter,190
encephalitis myelitis and encephalomyelitis,190
syndactyly,191
congenital malformations of oesophagus,191
benign mammary dysplasia,192
chronic ischaemic heart disease,192
unspecified arthropod borne viral fever,192
hiv disease resulting in infectious and parasitic diseases,192
cachexia,193
meningitis due to other causes,193
hip circumference,194
crushing injury of head,194
venous thromboembolic disease,195
perforation of tympanic membrane,195
other spirochaetal infections,195
other diseases of jaws,195
injury of intra abdominal organs,196
standing height,196
diseases of pulp and periapical tissues,197
other rheumatoid arthritis,197
sequelae of injuries of head,198
brain cancer / primary malignant brain tumour,198
arthrosis of first carpometacarpal joint,198
mania/bipolar disorder/manic depression,199
depression,199
mental and behavioural disorders due to use of tobacco,199
nonrheumatic aortic valve disorders,199
family history of malignant neoplasm,199
umbilical hernia,199
pulmonary fibrosis,199
other orthopaedic follow up care,199
prophylactic surgery,199
congenital malformations of larynx,199
dislocations sprains and strains involving multiple body regions,199
glycosuria,199
which eye(s) are affected by cataract: right eye,200
pulse wave arterial stiffness index,200
need for immunization against other single viral diseases,200
superficial injury of head,200
eye and/or adnexal cancer,200
oesophageal cancer,200
stomach cancer,200
colon cancer/sigmoid cancer,200
rectal cancer,200
injury of nerves at lower leg level,200
ever highly irritable/argumentative for 2 days,200
weight,200
age at last live birth,200
body fat percentage,200
asthma,200
bronchiectasis,200
lung cancer (not mesothelioma),200
whole body fat mass,200
which eye(s) are affected by cataract: left eye,200
ever manic/hyper for 2 days,200
faecal incontinence,200
need for immunization against certain single viral diseases,200
fistulae involving female genital tract,200
multiple gestation,200
diabetes,200
urinary frequency / incontinence,200
retained placenta and membranes without haemorrhage,200
uremia,200
deep venous thrombosis (dvt),200
internal derangement of knee,200
eclampsia,200
osteoporosis with pathological fracture,200
abnormal results of function studies,200
"dislocation, sprain and strain of joints and ligaments at ankle and foot level",200
calcification and ossification of muscle,200
abnormality of movement,200
other congenital malformations of ear,200
cutaneous abscess furuncle and carbuncle,200
other mosquito borne viral fevers,200
renal tubulo interstitial disorders in diseases classified elsewhere,200
need for immunization against combinations of infectious diseases,200
need for immunization against other single infectious diseases,200
disturbances of skin sensation,200
postpartum haemorrhage,201
skin cancer,201
chest pain or discomfort,202
had menopause,202
squamous cell carcinoma,203
relative age voice broke,203
hearing difficulty/problems with background noise,204
personality disorder,204
abnormalities of breathing,204
fracture of lower limb level unspecified,204
liver failure/cirrhosis,204
length of menstrual cycle,205
general pain for 3+ months,205
eye/eyelid problem,206
kidney stone/ureter stone/bladder stone,206
congenital deformities of feet,207
open wound of hip and thigh,207
oesophageal varices,208
ureteric obstruction/hydronephrosis,208
superficial injury of abdomen lower back and pelvis,208
injury of heart,209
other congenital malformations of upper alimentary tract,209
burn and corrosion of ankle and foot,210
burns classified according to extent of body surface involved,210
parathyroid hyperplasia/adenoma,210
spontaneous pneumothorax/recurrent pneumothorax,210
other disorders of cornea,210
other disorders of eye and adnexa in diseases classified elsewhere,210
contraceptive management,210
cardiac arrest,211
polyhydramnios,211
non insulin dependent diabetes mellitus,212
other venous embolism and thrombosis,212
copd (chronic obstructive pulmonary disease),213
congenital malformations of posterior segment of eye,213
gastroenteritis/dysentry,214
myositis/myopathy,214
hypothyroidism/myxoedema,214
other septicaemia,215
septicaemia / sepsis,215
hair/balding pattern: pattern 2,216
exposure to tobacco smoke outside home,216
hand grip strength (left),217
hand grip strength (right),217
"dislocation, sprain and strain of joints and ligaments at neck level",218
number of full sisters,218
age at first live birth,218
osteoporosis without pathological fracture,219
other special examinations and investigations of persons without complaint or reported diagnosis,219
injury of muscle and tendon at hip and thigh level,220
injury of muscle and tendon at forearm level,220
