efo.type,efo.value,efo.id
typed-literal,COR-L26,http://www.ebi.ac.uk/efo/EFO_0006555
typed-literal,HCC4017,http://www.ebi.ac.uk/efo/EFO_0006437
typed-literal,DMS 454,http://www.ebi.ac.uk/efo/EFO_0006390
typed-literal,DV-90,http://www.ebi.ac.uk/efo/EFO_0006565
typed-literal,NCI-H510A,http://www.ebi.ac.uk/efo/EFO_0006693
typed-literal,CPC-N,http://www.ebi.ac.uk/efo/EFO_0006559
typed-literal,NCI-H920,http://www.ebi.ac.uk/efo/EFO_0006698
typed-literal,NCI-H1435,http://www.ebi.ac.uk/efo/EFO_0006658
typed-literal,HCC461,http://www.ebi.ac.uk/efo/EFO_0003134
typed-literal,HCC515,http://www.ebi.ac.uk/efo/EFO_0003135
typed-literal,NCI-H146,http://www.ebi.ac.uk/efo/EFO_0006659
typed-literal,LXFL529,http://www.ebi.ac.uk/efo/EFO_0006642
typed-literal,SCLC-22H,http://www.ebi.ac.uk/efo/EFO_0006750
typed-literal,NCI-H1693,http://www.ebi.ac.uk/efo/EFO_0006661
typed-literal,NCI-H2135,http://www.ebi.ac.uk/efo/EFO_0006674
typed-literal,HCC1534,http://www.ebi.ac.uk/efo/EFO_0006428
typed-literal,SQ-5,http://www.ebi.ac.uk/efo/EFO_0002861
typed-literal,NCI-H2369,http://www.ebi.ac.uk/efo/EFO_0006678
typed-literal,G124,http://www.ebi.ac.uk/efo/EFO_0006401
typed-literal,OCI-LY10,http://www.ebi.ac.uk/efo/EFO_0006708
typed-literal,G59,http://www.ebi.ac.uk/efo/EFO_0006409
typed-literal,U-698-M,http://www.ebi.ac.uk/efo/EFO_0006768
typed-literal,ME-1,http://www.ebi.ac.uk/efo/EFO_0006645
typed-literal,KMS-12-PE,http://www.ebi.ac.uk/efo/EFO_0006613
typed-literal,OV56,http://www.ebi.ac.uk/efo/EFO_0006458
typed-literal,G121,http://www.ebi.ac.uk/efo/EFO_0006399
typed-literal,NCI-H2595,http://www.ebi.ac.uk/efo/EFO_0006682
typed-literal,JHH-4,http://www.ebi.ac.uk/efo/EFO_0006601
typed-literal,OCI-AML2,http://www.ebi.ac.uk/efo/EFO_0006706
typed-literal,KMS-21-BM,http://www.ebi.ac.uk/efo/EFO_0006614
typed-literal,NCI-H2795,http://www.ebi.ac.uk/efo/EFO_0006685
typed-literal,G130,http://www.ebi.ac.uk/efo/EFO_0006402
typed-literal,RI-1,http://www.ebi.ac.uk/efo/EFO_0006477
typed-literal,SU-DHL-8,http://www.ebi.ac.uk/efo/EFO_0006493
typed-literal,OVMANA,http://www.ebi.ac.uk/efo/EFO_0006726
typed-literal,CL-11,http://www.ebi.ac.uk/efo/EFO_0006368
typed-literal,OCI-AML5,http://www.ebi.ac.uk/efo/EFO_0006707
typed-literal,PA-1,http://www.ebi.ac.uk/efo/EFO_0006465
typed-literal,G111,http://www.ebi.ac.uk/efo/EFO_0006395
typed-literal,NCI-H2596,http://www.ebi.ac.uk/efo/EFO_0006683
typed-literal,OAW28,http://www.ebi.ac.uk/efo/EFO_0006704
typed-literal,COV318,http://www.ebi.ac.uk/efo/EFO_0006382
typed-literal,KMM-1,http://www.ebi.ac.uk/efo/EFO_0006611
typed-literal,OVKATE,http://www.ebi.ac.uk/efo/EFO_0006725
typed-literal,CaR-1,http://www.ebi.ac.uk/efo/EFO_0006548
typed-literal,SCC-3,http://www.ebi.ac.uk/efo/EFO_0006484
typed-literal,G28T,http://www.ebi.ac.uk/efo/EFO_0006407
typed-literal,DND-41,http://www.ebi.ac.uk/efo/EFO_0007074
typed-literal,CX-1,http://www.ebi.ac.uk/efo/EFO_0006561
typed-literal,COLO704,http://www.ebi.ac.uk/efo/EFO_0002139
typed-literal,OV90,http://www.ebi.ac.uk/efo/EFO_0002311
typed-literal,HSSultan,http://www.ebi.ac.uk/efo/EFO_0002199
typed-literal,EB3,http://www.ebi.ac.uk/efo/EFO_0002174
typed-literal,RKOE6,http://www.ebi.ac.uk/efo/EFO_0002318
typed-literal,COLO201,http://www.ebi.ac.uk/efo/EFO_0002135
typed-literal,LS1034,http://www.ebi.ac.uk/efo/EFO_0002226
typed-literal,NCI-H508,http://www.ebi.ac.uk/efo/EFO_0002294
typed-literal,ovarian teratoma,http://www.ebi.ac.uk/efo/EFO_0006463
typed-literal,Ovarian Germ Cell Tumor,http://www.ebi.ac.uk/efo/EFO_1000419
typed-literal,L428,http://www.ebi.ac.uk/efo/EFO_0002225
typed-literal,BDCM,http://www.ebi.ac.uk/efo/EFO_0002113
typed-literal,SW527,http://www.ebi.ac.uk/efo/EFO_0005462
typed-literal,Kasumi2,http://www.ebi.ac.uk/efo/EFO_0002224
typed-literal,U266,http://www.ebi.ac.uk/efo/EFO_0001254
typed-literal,childhood leukemia,http://purl.obolibrary.org/obo/MONDO_0004355
typed-literal,peripheral primitive neuroectodermal tumor,http://purl.obolibrary.org/obo/MONDO_0018271
typed-literal,Gonadal Teratoma,http://www.ebi.ac.uk/efo/EFO_1000282
typed-literal,nucleate erythrocyte,http://purl.obolibrary.org/obo/CL_0000562
typed-literal,Fibroadenoma,http://www.ebi.ac.uk/efo/EFO_1000254
typed-literal,Subcutaneous Panniculitis-Like T-Cell Lymphoma,http://www.ebi.ac.uk/efo/EFO_1000552
typed-literal,gastric intestinal type adenocarcinoma,http://www.ebi.ac.uk/efo/EFO_0000504
typed-literal,diffuse gastric adenocarcinoma,http://www.ebi.ac.uk/efo/EFO_0000402
typed-literal,ileocolitis,http://www.ebi.ac.uk/efo/EFO_0005624
typed-literal,gene,http://purl.obolibrary.org/obo/SO_0000704
typed-literal,organization,http://purl.obolibrary.org/obo/OBI_0000245
typed-literal,endoplasmic reticulum,http://purl.obolibrary.org/obo/GO_0005783
typed-literal,process,http://purl.obolibrary.org/obo/BFO_0000015
typed-literal,material property,http://purl.obolibrary.org/obo/BFO_0000020
typed-literal,information entity,http://purl.obolibrary.org/obo/IAO_0000030
typed-literal,newly molted young adult hermaphrodite,http://www.ebi.ac.uk/efo/EFO_0005498
typed-literal,thyrocyte,http://www.ebi.ac.uk/efo/EFO_0003076
typed-literal,respiratory epithelial cell,http://purl.obolibrary.org/obo/CL_0002368
typed-literal,lower leg skin,http://purl.obolibrary.org/obo/UBERON_0004264
typed-literal,Wistar-Furth,http://www.ebi.ac.uk/efo/EFO_0001343
typed-literal,pharyngeal tonsil,http://purl.obolibrary.org/obo/UBERON_0001732
typed-literal,shoot apical meristem,http://purl.obolibrary.org/obo/PO_0020148
typed-literal,longissimus thoracis muscle,http://purl.obolibrary.org/obo/UBERON_0001401
typed-literal,biceps femoris,http://purl.obolibrary.org/obo/UBERON_0001374
typed-literal,Zea mays Mo17 inbred line,http://www.ebi.ac.uk/efo/EFO_0007590
typed-literal,LP.01 one leaf visible stage,http://purl.obolibrary.org/obo/PO_0007094
typed-literal,LP.18 eighteen leaves visible stage,http://purl.obolibrary.org/obo/PO_0007072
typed-literal,LP.09 nine leaves visible,http://purl.obolibrary.org/obo/PO_0007101
typed-literal,messenger RNA,http://purl.obolibrary.org/obo/CHEBI_33699
typed-literal,LX837,http://www.ebi.ac.uk/efo/EFO_0005489
typed-literal,NW1229,http://www.ebi.ac.uk/efo/EFO_0005488
typed-literal,MT10430,http://www.ebi.ac.uk/efo/EFO_0005493
typed-literal,CB1489,http://www.ebi.ac.uk/efo/EFO_0005491
typed-literal,CB1370,http://www.ebi.ac.uk/efo/EFO_0004079
typed-literal,JK1107,http://www.ebi.ac.uk/efo/EFO_0005492
typed-literal,DZ685,http://www.ebi.ac.uk/efo/EFO_0005487
typed-literal,style,http://purl.obolibrary.org/obo/PO_0009074
typed-literal,esophagus mucosa,http://purl.obolibrary.org/obo/UBERON_0002469
typed-literal,CD38-negative naive B cell,http://purl.obolibrary.org/obo/CL_0002102
typed-literal,FL.02 1/2 of flowers open stage,http://purl.obolibrary.org/obo/PO_0007053
typed-literal,2.03 main shoot and axillary shoots visible at three nodes stage,http://purl.obolibrary.org/obo/PO_0007080
typed-literal,warm/hot air temperature regimen,http://purl.obolibrary.org/obo/EO_0007319
typed-literal,Ma-Mel-11 cell,http://purl.obolibrary.org/obo/BTO_0005339
typed-literal,cotyledon adaxial epidermis,http://purl.obolibrary.org/obo/PO_0006058
typed-literal,cotyledon abaxial epidermis,http://purl.obolibrary.org/obo/PO_0006057
typed-literal,cerebrovascular endothelial cell,http://purl.obolibrary.org/obo/BTO_0000238
typed-literal,"CD34-negative, CD41-positive, CD42-positive megakaryocyte cell",http://purl.obolibrary.org/obo/CL_0002026
typed-literal,epithelial cell of large intestine,http://purl.obolibrary.org/obo/CL_0002253
typed-literal,peripheral neuron,http://purl.obolibrary.org/obo/CL_0000111
typed-literal,neutrophilic myelocyte,http://purl.obolibrary.org/obo/CL_0000580
typed-literal,mature neutrophil,http://purl.obolibrary.org/obo/CL_0000096
typed-literal,UV light regimen,http://purl.obolibrary.org/obo/EO_0007222
typed-literal,megakaryocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000553
typed-literal,hematopoietic multipotent progenitor cell,http://purl.obolibrary.org/obo/CL_0000837
typed-literal,bone marrow cancer cell,http://purl.obolibrary.org/obo/BTO_0000583
typed-literal,primary root apical meristem,http://purl.obolibrary.org/obo/PO_0006081
typed-literal,external carotid artery,http://purl.obolibrary.org/obo/UBERON_0001070
typed-literal,growth phase culture,http://purl.obolibrary.org/obo/BTO_0001900
typed-literal,submandibular gland,http://purl.obolibrary.org/obo/UBERON_0001736
typed-literal,minor salivary gland,http://purl.obolibrary.org/obo/UBERON_0001830
typed-literal,fetal liver hematopoietic progenitor cell,http://purl.obolibrary.org/obo/CL_0002353
typed-literal,class switched memory B cell,http://purl.obolibrary.org/obo/CL_0000972
typed-literal,mature eosinophil,http://purl.obolibrary.org/obo/CL_0000041
typed-literal,MDCC-MSB1,http://www.ebi.ac.uk/efo/EFO_0002659
typed-literal,primary root differentiation zone,http://purl.obolibrary.org/obo/PO_0003015
typed-literal,Peyer's patch,http://purl.obolibrary.org/obo/UBERON_0001211
typed-literal,enclosing embryo Ce,http://www.ebi.ac.uk/efo/EFO_0005505
typed-literal,late cleavage stage embryo Ce,http://www.ebi.ac.uk/efo/EFO_0005502
typed-literal,proliferating embryo Ce,http://www.ebi.ac.uk/efo/EFO_0005501
typed-literal,gastrulating embryo Ce,http://www.ebi.ac.uk/efo/EFO_0005503
typed-literal,tibial artery,http://purl.obolibrary.org/obo/UBERON_0007610
typed-literal,renal artery,http://purl.obolibrary.org/obo/UBERON_0001184
typed-literal,brachial artery,http://purl.obolibrary.org/obo/UBERON_0001398
typed-literal,brachiocephalic artery,http://purl.obolibrary.org/obo/UBERON_0001529
typed-literal,peroneal artery,http://purl.obolibrary.org/obo/UBERON_0001540
typed-literal,brain cancer cell line,http://purl.obolibrary.org/obo/BTO_0000690
typed-literal,flower meristem,http://purl.obolibrary.org/obo/PO_0000229
typed-literal,mid whole plant fruit ripening stage,http://purl.obolibrary.org/obo/PO_0007031
typed-literal,whole plant fruit ripening stage,http://purl.obolibrary.org/obo/PO_0007010
typed-literal,whole plant fruit ripening complete stage,http://purl.obolibrary.org/obo/PO_0007038
typed-literal,cranial ganglion,http://purl.obolibrary.org/obo/UBERON_0001714
typed-literal,function,http://purl.obolibrary.org/obo/BFO_0000034
typed-literal,molecular quality,http://purl.obolibrary.org/obo/PATO_0002182
typed-literal,morphology,http://purl.obolibrary.org/obo/PATO_0000051
typed-literal,qualitative,http://purl.obolibrary.org/obo/PATO_0000068
typed-literal,application,http://purl.obolibrary.org/obo/CHEBI_33232
typed-literal,metabolite role,http://purl.obolibrary.org/obo/CHEBI_25212
typed-literal,diagnostic agent,http://purl.obolibrary.org/obo/CHEBI_33295
typed-literal,COM-3 cell,http://purl.obolibrary.org/obo/BTO_0004263
typed-literal,J774.2 cell,http://purl.obolibrary.org/obo/BTO_0001030
typed-literal,J-774 cell,http://purl.obolibrary.org/obo/BTO_0002279
typed-literal,coenzyme,http://purl.obolibrary.org/obo/CHEBI_23354
typed-literal,enzyme inhibitor,http://purl.obolibrary.org/obo/CHEBI_23924
typed-literal,fungicide,http://purl.obolibrary.org/obo/CHEBI_24127
typed-literal,insecticide,http://purl.obolibrary.org/obo/CHEBI_24852
typed-literal,mutagen,http://purl.obolibrary.org/obo/CHEBI_25435
typed-literal,plant growth regulator,http://purl.obolibrary.org/obo/CHEBI_26155
typed-literal,micronutrient,http://purl.obolibrary.org/obo/CHEBI_27027
typed-literal,vitamin,http://purl.obolibrary.org/obo/CHEBI_33229
typed-literal,xenobiotic,http://purl.obolibrary.org/obo/CHEBI_35703
typed-literal,immunosuppressive agent,http://purl.obolibrary.org/obo/CHEBI_35705
typed-literal,tyrosine kinase inhibitor,http://purl.obolibrary.org/obo/CHEBI_38637
typed-literal,phospholipase A2 inhibitor,http://purl.obolibrary.org/obo/CHEBI_50469
typed-literal,folic acid reductase inhibitor,http://purl.obolibrary.org/obo/CHEBI_50683
typed-literal,biomarker,http://purl.obolibrary.org/obo/CHEBI_59163
typed-literal,DNA synthesis inhibitor,http://purl.obolibrary.org/obo/CHEBI_59517
typed-literal,inhibitor role,http://purl.obolibrary.org/obo/CHEBI_35222
typed-literal,antioxidant,http://purl.obolibrary.org/obo/CHEBI_22586
typed-literal,detergent role,http://purl.obolibrary.org/obo/CHEBI_27780
typed-literal,alkylating agent role,http://purl.obolibrary.org/obo/CHEBI_22333
typed-literal,compatible osmolytes role,http://purl.obolibrary.org/obo/CHEBI_23366
typed-literal,agrochemical role,http://purl.obolibrary.org/obo/CHEBI_33286
typed-literal,surfactant role,http://purl.obolibrary.org/obo/CHEBI_35195
typed-literal,antimetabolite role,http://purl.obolibrary.org/obo/CHEBI_35221
typed-literal,anticonvulsant,http://purl.obolibrary.org/obo/CHEBI_35623
typed-literal,polar solvent role,http://purl.obolibrary.org/obo/CHEBI_48354
typed-literal,polar aprotic solvent role,http://purl.obolibrary.org/obo/CHEBI_48358
typed-literal,prodrug role,http://purl.obolibrary.org/obo/CHEBI_50266
typed-literal,sweetening agent role,http://purl.obolibrary.org/obo/CHEBI_50505
typed-literal,estrogen receptor antagonist role,http://purl.obolibrary.org/obo/CHEBI_50792
typed-literal,phase-transfer catalyst role,http://purl.obolibrary.org/obo/CHEBI_63060
typed-literal,explosive role,http://purl.obolibrary.org/obo/CHEBI_63490
typed-literal,occipital cortex,http://purl.obolibrary.org/obo/UBERON_0016540
typed-literal,putamen,http://purl.obolibrary.org/obo/UBERON_0001874
typed-literal,globus pallidus,http://purl.obolibrary.org/obo/UBERON_0001875
typed-literal,caudate nucleus,http://purl.obolibrary.org/obo/UBERON_0001873
typed-literal,locus ceruleus,http://purl.obolibrary.org/obo/UBERON_0002148
typed-literal,ventral nerve cord,http://purl.obolibrary.org/obo/UBERON_0000934
typed-literal,mitochondrial respiratory-chain inhibitor,http://purl.obolibrary.org/obo/CHEBI_25355
typed-literal,angiotensin-converting enzyme inhibitor,http://purl.obolibrary.org/obo/CHEBI_35457
typed-literal,cyclooxygenase inhibitor,http://purl.obolibrary.org/obo/CHEBI_35544
typed-literal,protein kinase inhibitor,http://purl.obolibrary.org/obo/CHEBI_37699
typed-literal,cholinesterase inhibitor,http://purl.obolibrary.org/obo/CHEBI_37733
typed-literal,acetylcholinesterase inhibitor,http://purl.obolibrary.org/obo/CHEBI_38462
typed-literal,topoisomerase I inhibitor,http://purl.obolibrary.org/obo/CHEBI_50276
typed-literal,topoisomerase II inhibitor,http://purl.obolibrary.org/obo/CHEBI_50750
typed-literal,aromatase inhibitor,http://purl.obolibrary.org/obo/CHEBI_50790
typed-literal,phytogenic insecticide,http://purl.obolibrary.org/obo/CHEBI_22917
typed-literal,pyrethroid ester insecticide,http://purl.obolibrary.org/obo/CHEBI_39116
typed-literal,mitochondrial NADH:ubiquinone reductase inhibitor,http://purl.obolibrary.org/obo/CHEBI_38498
typed-literal,plant growth retardant,http://purl.obolibrary.org/obo/CHEBI_35219
typed-literal,jasmonic acids,http://purl.obolibrary.org/obo/CHEBI_24937
typed-literal,plant growth hormone,http://purl.obolibrary.org/obo/CHEBI_37848
typed-literal,fertilizer,http://purl.obolibrary.org/obo/CHEBI_33287
typed-literal,non ionic surfactant role,http://purl.obolibrary.org/obo/CHEBI_38828
typed-literal,cyclooxygenase 2 inhibitor,http://purl.obolibrary.org/obo/CHEBI_50629
typed-literal,cyclooxygenase 1 inhibitor,http://purl.obolibrary.org/obo/CHEBI_50630
typed-literal,vasodilator agent,http://purl.obolibrary.org/obo/CHEBI_35620
typed-literal,cardiovascular drug,http://purl.obolibrary.org/obo/CHEBI_35554
typed-literal,vasoconstrictor agent,http://purl.obolibrary.org/obo/CHEBI_50514
typed-literal,protein kinase C inhibitor,http://purl.obolibrary.org/obo/CHEBI_37700
typed-literal,discretized differential expression,http://www.ebi.ac.uk/efo/EFO_0004034
typed-literal,software,http://www.ebi.ac.uk/efo/EFO_0002029
typed-literal,protocol,http://purl.obolibrary.org/obo/OBI_0000272
typed-literal,label,http://purl.obolibrary.org/obo/IAO_0000009
typed-literal,data item,http://purl.obolibrary.org/obo/IAO_0000027
typed-literal,data format specification,http://purl.obolibrary.org/obo/IAO_0000098
typed-literal,data set,http://purl.obolibrary.org/obo/IAO_0000100
typed-literal,image,http://purl.obolibrary.org/obo/IAO_0000101
typed-literal,vermiform appendix,http://purl.obolibrary.org/obo/UBERON_0001154
typed-literal,fallopian tube,http://purl.obolibrary.org/obo/UBERON_0003889
typed-literal,gall bladder,http://purl.obolibrary.org/obo/UBERON_0002110
typed-literal,diencephalon,http://purl.obolibrary.org/obo/UBERON_0001894
typed-literal,vas deferens,http://purl.obolibrary.org/obo/UBERON_0001000
typed-literal,middle temporal gyrus,http://purl.obolibrary.org/obo/UBERON_0002771
typed-literal,frontal lobe,http://purl.obolibrary.org/obo/UBERON_0016525
typed-literal,peripheral nervous system,http://purl.obolibrary.org/obo/UBERON_0000010
typed-literal,spiral organ of cochlea,http://purl.obolibrary.org/obo/UBERON_0002227
typed-literal,eyeball of camera-type eye,http://purl.obolibrary.org/obo/UBERON_0010230
typed-literal,cortex of kidney,http://purl.obolibrary.org/obo/UBERON_0001225
typed-literal,omentum,http://purl.obolibrary.org/obo/UBERON_0003688
typed-literal,renal medulla,http://purl.obolibrary.org/obo/UBERON_0000362
typed-literal,tail,http://purl.obolibrary.org/obo/UBERON_0002415
typed-literal,pons,http://purl.obolibrary.org/obo/UBERON_0000988
typed-literal,hindbrain,http://purl.obolibrary.org/obo/UBERON_0002028
typed-literal,ectocervix,http://purl.obolibrary.org/obo/UBERON_0012249
typed-literal,esophagogastric junction,http://purl.obolibrary.org/obo/UBERON_0007650
typed-literal,transverse colon,http://purl.obolibrary.org/obo/UBERON_0001157
typed-literal,Ammon's horn,http://purl.obolibrary.org/obo/UBERON_0001954
typed-literal,cerebellar hemisphere,http://purl.obolibrary.org/obo/UBERON_0002245
typed-literal,elementary body,http://purl.obolibrary.org/obo/BTO_0000377
typed-literal,embryonic blood,http://purl.obolibrary.org/obo/BTO_0000381
typed-literal,lower epidermis,http://purl.obolibrary.org/obo/BTO_0000488
typed-literal,peritrophic membrane,http://purl.obolibrary.org/obo/BTO_0001038
typed-literal,alveolar bone,http://purl.obolibrary.org/obo/BTO_0001383
typed-literal,orbit,http://purl.obolibrary.org/obo/BTO_0004687
typed-literal,ligament,http://purl.obolibrary.org/obo/UBERON_0000211
typed-literal,mesectoderm,http://purl.obolibrary.org/obo/UBERON_0000927
typed-literal,spermathecum,http://purl.obolibrary.org/obo/UBERON_0000994
typed-literal,chordotonal organ,http://purl.obolibrary.org/obo/UBERON_0001038
typed-literal,pancreatic epithelial bud,http://purl.obolibrary.org/obo/UBERON_0003922
typed-literal,urothelium,http://purl.obolibrary.org/obo/UBERON_0000365
typed-literal,nephron tubule,http://purl.obolibrary.org/obo/UBERON_0001231
typed-literal,tibial nerve,http://purl.obolibrary.org/obo/UBERON_0001323
typed-literal,vagus nerve,http://purl.obolibrary.org/obo/UBERON_0001759
typed-literal,geniculate ganglion,http://purl.obolibrary.org/obo/UBERON_0001700
typed-literal,apocrine sweat gland,http://purl.obolibrary.org/obo/UBERON_0000382
typed-literal,sweat gland,http://purl.obolibrary.org/obo/UBERON_0001820
typed-literal,eccrine sweat gland,http://purl.obolibrary.org/obo/UBERON_0000423
typed-literal,esophagus muscularis mucosa,http://purl.obolibrary.org/obo/UBERON_0004648
typed-literal,smooth muscle of esophagus,http://purl.obolibrary.org/obo/UBERON_0002112
typed-literal,parathyroid gland,http://purl.obolibrary.org/obo/UBERON_0001132
typed-literal,arthropod neurohemal organ,http://purl.obolibrary.org/obo/UBERON_0001053
typed-literal,corpus allatum,http://purl.obolibrary.org/obo/UBERON_0001057
typed-literal,seminal vesicle,http://purl.obolibrary.org/obo/UBERON_0000998
typed-literal,ascitic fluid,http://purl.obolibrary.org/obo/UBERON_0007795
typed-literal,cerebrospinal fluid,http://purl.obolibrary.org/obo/UBERON_0001359
typed-literal,coelomic fluid,http://purl.obolibrary.org/obo/BTO_0001708
typed-literal,muscularis mucosa,http://purl.obolibrary.org/obo/UBERON_0006676
typed-literal,superior cervical ganglion,http://purl.obolibrary.org/obo/UBERON_0001989
typed-literal,trunk ganglion,http://purl.obolibrary.org/obo/UBERON_0007134
typed-literal,anterior silk gland,http://purl.obolibrary.org/obo/BTO_0001795
typed-literal,silk gland,http://purl.obolibrary.org/obo/UBERON_0011146
typed-literal,differential expression analysis data transformation,http://purl.obolibrary.org/obo/OBI_0000650
typed-literal,data transformation,http://purl.obolibrary.org/obo/OBI_0200000
typed-literal,megakaryocyte-erythroid progenitor cell,http://purl.obolibrary.org/obo/CL_0000050
typed-literal,common lymphoid progenitor,http://purl.obolibrary.org/obo/CL_0000051
typed-literal,myeloblast,http://purl.obolibrary.org/obo/CL_0000835
typed-literal,cell communication,http://purl.obolibrary.org/obo/GO_0007154
typed-literal,dorsal epidermis primordium,http://purl.obolibrary.org/obo/UBERON_6005526
typed-literal,telencephalic ventricle,http://purl.obolibrary.org/obo/UBERON_0002285
typed-literal,brain ventricle,http://purl.obolibrary.org/obo/UBERON_0004086
typed-literal,biosynthetic process,http://purl.obolibrary.org/obo/GO_0009058
typed-literal,metabolic process,http://purl.obolibrary.org/obo/GO_0008152
typed-literal,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079
typed-literal,cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002081
typed-literal,Listeria monocytogenes EGD-e,http://purl.obolibrary.org/obo/NCBITaxon_169963
typed-literal,Burkholderia glumae,http://purl.obolibrary.org/obo/NCBITaxon_337
typed-literal,Pseudomonas putida KT2440,http://purl.obolibrary.org/obo/NCBITaxon_160488
typed-literal,Pseudomonas fluorescens,http://purl.obolibrary.org/obo/NCBITaxon_294
typed-literal,Mycobacterium tuberculosis H37Rv,http://purl.obolibrary.org/obo/NCBITaxon_83332
typed-literal,endothelial cell of umbilical vein,http://purl.obolibrary.org/obo/CL_0002618
typed-literal,tassel inflorescence,http://purl.obolibrary.org/obo/PO_0020126
typed-literal,staminate inflorescence,http://purl.obolibrary.org/obo/PO_0025601
typed-literal,smooth muscle tissue,http://purl.obolibrary.org/obo/UBERON_0001135
typed-literal,smooth muscle,http://www.ebi.ac.uk/efo/EFO_0000889
typed-literal,organism part,http://www.ebi.ac.uk/efo/EFO_0000635
typed-literal,Lymphocytic choriomeningitis virus,http://purl.obolibrary.org/obo/NCBITaxon_11623
typed-literal,A-549 cell,http://purl.obolibrary.org/obo/BTO_0000018
typed-literal,Arabidopsis lyrata,http://purl.obolibrary.org/obo/NCBITaxon_59689
typed-literal,5T33MM,http://www.ebi.ac.uk/efo/EFO_0006530
typed-literal,ES-D3,http://www.ebi.ac.uk/efo/EFO_0005910
typed-literal,WEHI-231 cell,http://purl.obolibrary.org/obo/BTO_0001093
typed-literal,BA/F3 cell,http://purl.obolibrary.org/obo/BTO_0001516
typed-literal,HL-1 cell,http://purl.obolibrary.org/obo/BTO_0003264
typed-literal,INC-2 cell,http://purl.obolibrary.org/obo/BTO_0004264
typed-literal,184A1N4 cell,http://purl.obolibrary.org/obo/BTO_0002179
typed-literal,Loucy,http://www.ebi.ac.uk/efo/EFO_0007112
typed-literal,RNA-seq of coding RNA,http://www.ebi.ac.uk/efo/EFO_0003738
typed-literal,transcription profiling by high throughput sequencing,http://www.ebi.ac.uk/efo/EFO_0002770
typed-literal,RNA-seq of non coding RNA,http://www.ebi.ac.uk/efo/EFO_0003737
typed-literal,SE.00 stem elongation begins stage,http://purl.obolibrary.org/obo/PO_0007079
typed-literal,stem elongation stage,http://purl.obolibrary.org/obo/PO_0007089
typed-literal,SE.02 two nodes or internodes visible stage,http://purl.obolibrary.org/obo/PO_0007117
typed-literal,SE.99 maximum stem length reached stage,http://purl.obolibrary.org/obo/PO_0007109
typed-literal,Puccinia striiformis f. sp. tritici,http://purl.obolibrary.org/obo/NCBITaxon_168172
typed-literal,Fungi,http://purl.obolibrary.org/obo/NCBITaxon_4751
typed-literal,Papio anubis,http://purl.obolibrary.org/obo/NCBITaxon_9555
typed-literal,Papio,http://purl.obolibrary.org/obo/NCBITaxon_9554
typed-literal,Anas platyrhynchos,http://purl.obolibrary.org/obo/NCBITaxon_8839
typed-literal,Heterorhabditis bacteriophora,http://purl.obolibrary.org/obo/NCBITaxon_37862
typed-literal,Monodelphis domestica,http://purl.obolibrary.org/obo/NCBITaxon_13616
typed-literal,Xenopus (Silurana) tropicalis,http://purl.obolibrary.org/obo/NCBITaxon_8364
typed-literal,Anolis carolinensis,http://purl.obolibrary.org/obo/NCBITaxon_28377
typed-literal,Canis lupus familiaris,http://purl.obolibrary.org/obo/NCBITaxon_9615
typed-literal,Phytophthora infestans,http://purl.obolibrary.org/obo/NCBITaxon_4787
typed-literal,Schistosoma mansoni,http://purl.obolibrary.org/obo/NCBITaxon_6183
typed-literal,Moniliophthora perniciosa,http://purl.obolibrary.org/obo/NCBITaxon_153609
typed-literal,assay,http://purl.obolibrary.org/obo/OBI_0000070
typed-literal,specimen collection process,http://purl.obolibrary.org/obo/OBI_0000659
typed-literal,primordium,http://purl.obolibrary.org/obo/UBERON_0001048
typed-literal,central retinal vein,http://purl.obolibrary.org/obo/UBERON_0001673
typed-literal,"CD14-positive, CD16-negative classical monocyte",http://purl.obolibrary.org/obo/CL_0002057
typed-literal,classical monocyte,http://purl.obolibrary.org/obo/CL_0000860
typed-literal,Co-1,http://www.ebi.ac.uk/efo/EFO_0005177
typed-literal,Coimbra ecotype,http://www.ebi.ac.uk/efo/EFO_0005176
typed-literal,alpha-adrenergic agonist,http://purl.obolibrary.org/obo/CHEBI_35569
typed-literal,antirheumatic drug,http://purl.obolibrary.org/obo/CHEBI_35842
typed-literal,Langerhans cell,http://purl.obolibrary.org/obo/CL_0000453
typed-literal,whole plant fruit formation stage 70% to final size,http://purl.obolibrary.org/obo/PO_0007027
typed-literal,whole plant fruit formation stage,http://purl.obolibrary.org/obo/PO_0007042
typed-literal,whole plant fruit formation stage 30 to 50%,http://purl.obolibrary.org/obo/PO_0007029
typed-literal,femur,http://purl.obolibrary.org/obo/UBERON_0000981
typed-literal,hindlimb bone,http://purl.obolibrary.org/obo/UBERON_0003464
typed-literal,fibula,http://purl.obolibrary.org/obo/UBERON_0001446
typed-literal,Medicago truncatula,http://purl.obolibrary.org/obo/NCBITaxon_3880
typed-literal,Brachypodium distachyon,http://purl.obolibrary.org/obo/NCBITaxon_15368
typed-literal,Theobroma cacao,http://purl.obolibrary.org/obo/NCBITaxon_3641
typed-literal,embryo sac,http://purl.obolibrary.org/obo/PO_0025074
typed-literal,whole plant,http://purl.obolibrary.org/obo/PO_0000003
